id,Target
9657,0.5
75799,0.5
9457,0.5
33600,0.5
20252,0.5
21002,0.5
43371,0.5
71305,0.5
8085,0.5
1837,0.5
11005,0.5
53161,0.5
36181,0.5
4346,0.5
19608,0.5
78634,0.5
49217,0.5
53338,0.5
48936,0.5
47364,0.5
74385,0.5
14263,0.5
6052,0.5
20343,0.5
20779,0.5
7658,0.5
8668,0.5
81773,0.5
31937,0.5
5552,0.5
82572,0.5
45336,0.5
45635,0.5
22183,0.5
52870,0.5
69025,0.5
8811,0.5
29448,0.5
54901,0.5
4672,0.5
50983,0.5
57312,0.5
24921,0.5
47588,0.5
89828,0.5
45835,0.5
28300,0.5
15500,0.5
72850,0.5
33200,0.5
46026,0.5
86204,0.5
5493,0.5
56069,0.5
40579,0.5
9511,0.5
88572,0.5
63886,0.5
928,0.5
16667,0.5
88799,0.5
82756,0.5
83118,0.5
53466,0.5
41890,0.5
76565,0.5
85323,0.5
35404,0.5
49360,0.5
87820,0.5
3074,0.5
2240,0.5
48906,0.5
24677,0.5
79660,0.5
52408,0.5
4127,0.5
30223,0.5
14746,0.5
29950,0.5
86141,0.5
22776,0.5
73752,0.5
27044,0.5
40876,0.5
77913,0.5
52985,0.5
52250,0.5
1085,0.5
51211,0.5
24772,0.5
28708,0.5
82972,0.5
6274,0.5
71942,0.5
52401,0.5
28224,0.5
33240,0.5
37439,0.5
74952,0.5
68185,0.5
9309,0.5
39645,0.5
47165,0.5
33956,0.5
80351,0.5
3081,0.5
19704,0.5
48049,0.5
56968,0.5
42902,0.5
37807,0.5
55151,0.5
58323,0.5
81586,0.5
74197,0.5
28521,0.5
54212,0.5
55984,0.5
21105,0.5
8981,0.5
49422,0.5
18,0.5
66243,0.5
59476,0.5
44628,0.5
40028,0.5
88288,0.5
37670,0.5
72960,0.5
66901,0.5
45451,0.5
82227,0.5
48538,0.5
44948,0.5
14521,0.5
75729,0.5
58528,0.5
44785,0.5
42590,0.5
89083,0.5
80163,0.5
76645,0.5
57261,0.5
76589,0.5
50089,0.5
1522,0.5
66813,0.5
65668,0.5
70096,0.5
41142,0.5
18999,0.5
78639,0.5
84286,0.5
56373,0.5
68193,0.5
64810,0.5
1541,0.5
67260,0.5
22190,0.5
2580,0.5
40918,0.5
77923,0.5
45238,0.5
78575,0.5
16662,0.5
39278,0.5
38500,0.5
67534,0.5
16890,0.5
44991,0.5
32351,0.5
51677,0.5
89986,0.5
57193,0.5
77355,0.5
389,0.5
26211,0.5
47702,0.5
5273,0.5
44864,0.5
21588,0.5
7614,0.5
6631,0.5
38363,0.5
31641,0.5
11554,0.5
1176,0.5
59243,0.5
50622,0.5
37211,0.5
46651,0.5
45905,0.5
54247,0.5
79480,0.5
70569,0.5
61343,0.5
7835,0.5
43965,0.5
76607,0.5
14878,0.5
33842,0.5
15608,0.5
20550,0.5
56889,0.5
1286,0.5
24595,0.5
13408,0.5
80830,0.5
71917,0.5
20125,0.5
52815,0.5
1321,0.5
49554,0.5
22034,0.5
71870,0.5
57366,0.5
37901,0.5
83422,0.5
31494,0.5
8256,0.5
32264,0.5
55663,0.5
71842,0.5
74872,0.5
119,0.5
9526,0.5
39286,0.5
42056,0.5
26859,0.5
89205,0.5
59482,0.5
9900,0.5
72608,0.5
87513,0.5
39009,0.5
42731,0.5
47087,0.5
70083,0.5
86535,0.5
25793,0.5
1128,0.5
77698,0.5
58816,0.5
34413,0.5
23255,0.5
80088,0.5
46086,0.5
48691,0.5
84042,0.5
17736,0.5
31389,0.5
53164,0.5
15348,0.5
60147,0.5
39370,0.5
12654,0.5
87246,0.5
72297,0.5
21888,0.5
46596,0.5
43395,0.5
17489,0.5
42182,0.5
34154,0.5
44875,0.5
24539,0.5
46075,0.5
11912,0.5
63526,0.5
41607,0.5
7425,0.5
81782,0.5
81570,0.5
55386,0.5
2678,0.5
58141,0.5
88409,0.5
14264,0.5
5081,0.5
13489,0.5
13862,0.5
75794,0.5
45064,0.5
20457,0.5
74098,0.5
86736,0.5
83895,0.5
59322,0.5
48633,0.5
3765,0.5
66155,0.5
69371,0.5
3100,0.5
78089,0.5
22762,0.5
54756,0.5
13534,0.5
34052,0.5
17629,0.5
11824,0.5
79622,0.5
14763,0.5
15908,0.5
29201,0.5
81279,0.5
29729,0.5
48473,0.5
11657,0.5
20120,0.5
25442,0.5
9946,0.5
43950,0.5
35019,0.5
77418,0.5
85976,0.5
61234,0.5
30719,0.5
28773,0.5
75732,0.5
13107,0.5
76422,0.5
5409,0.5
20967,0.5
76901,0.5
46432,0.5
1912,0.5
59675,0.5
40866,0.5
52534,0.5
694,0.5
33193,0.5
33616,0.5
45743,0.5
89221,0.5
48963,0.5
89285,0.5
79936,0.5
76797,0.5
68836,0.5
8459,0.5
86977,0.5
40326,0.5
36426,0.5
8253,0.5
29982,0.5
34783,0.5
29709,0.5
39110,0.5
30955,0.5
2153,0.5
36159,0.5
58861,0.5
19773,0.5
37274,0.5
36668,0.5
43474,0.5
37623,0.5
3313,0.5
9757,0.5
35664,0.5
63825,0.5
11392,0.5
84191,0.5
11982,0.5
12385,0.5
30531,0.5
26647,0.5
53307,0.5
41411,0.5
27281,0.5
34643,0.5
84439,0.5
2630,0.5
25505,0.5
28593,0.5
29158,0.5
53447,0.5
38186,0.5
45694,0.5
44780,0.5
86117,0.5
18863,0.5
77962,0.5
15969,0.5
3643,0.5
35790,0.5
46479,0.5
5727,0.5
44250,0.5
25354,0.5
75991,0.5
12542,0.5
4493,0.5
37049,0.5
72856,0.5
19572,0.5
82144,0.5
41751,0.5
69716,0.5
15533,0.5
83565,0.5
52989,0.5
16618,0.5
63134,0.5
74553,0.5
11013,0.5
15719,0.5
28717,0.5
73220,0.5
38866,0.5
39351,0.5
4266,0.5
57238,0.5
50971,0.5
52802,0.5
18087,0.5
24170,0.5
88815,0.5
44604,0.5
46028,0.5
45738,0.5
26106,0.5
79327,0.5
75765,0.5
61525,0.5
85197,0.5
37541,0.5
14551,0.5
70315,0.5
29816,0.5
32257,0.5
66515,0.5
72198,0.5
76382,0.5
12003,0.5
44178,0.5
55273,0.5
2997,0.5
56112,0.5
75030,0.5
1996,0.5
62341,0.5
12784,0.5
64805,0.5
47158,0.5
31844,0.5
35994,0.5
58166,0.5
77628,0.5
4693,0.5
71028,0.5
89376,0.5
25400,0.5
29304,0.5
41893,0.5
6507,0.5
87458,0.5
17123,0.5
66205,0.5
2777,0.5
22084,0.5
52188,0.5
6464,0.5
50517,0.5
36112,0.5
63610,0.5
3992,0.5
33582,0.5
25666,0.5
50659,0.5
78169,0.5
235,0.5
17519,0.5
24833,0.5
32728,0.5
38782,0.5
54607,0.5
43018,0.5
43629,0.5
2464,0.5
35426,0.5
5739,0.5
23323,0.5
16506,0.5
57091,0.5
24711,0.5
85139,0.5
89830,0.5
19209,0.5
26517,0.5
17590,0.5
56942,0.5
21861,0.5
23362,0.5
33675,0.5
49875,0.5
34126,0.5
36358,0.5
77771,0.5
56897,0.5
85342,0.5
75792,0.5
61607,0.5
19708,0.5
10516,0.5
29650,0.5
6544,0.5
49364,0.5
89180,0.5
42433,0.5
77887,0.5
13386,0.5
88292,0.5
70188,0.5
81171,0.5
54981,0.5
25554,0.5
84227,0.5
37678,0.5
42754,0.5
89416,0.5
15431,0.5
27036,0.5
9883,0.5
55935,0.5
80058,0.5
74885,0.5
58647,0.5
25422,0.5
51433,0.5
45770,0.5
63191,0.5
9378,0.5
5343,0.5
7993,0.5
83352,0.5
26184,0.5
66423,0.5
34696,0.5
37096,0.5
27554,0.5
11385,0.5
55891,0.5
47478,0.5
82680,0.5
39952,0.5
24841,0.5
50612,0.5
69900,0.5
13581,0.5
18798,0.5
25332,0.5
44334,0.5
34814,0.5
32144,0.5
59449,0.5
69323,0.5
8756,0.5
8271,0.5
34028,0.5
33252,0.5
88149,0.5
61864,0.5
85226,0.5
19072,0.5
36693,0.5
65924,0.5
21236,0.5
28689,0.5
12535,0.5
31791,0.5
23606,0.5
55632,0.5
24407,0.5
20730,0.5
28315,0.5
51137,0.5
47265,0.5
57636,0.5
9935,0.5
39248,0.5
16542,0.5
85472,0.5
72719,0.5
12056,0.5
45090,0.5
33326,0.5
38982,0.5
74761,0.5
52748,0.5
28559,0.5
89877,0.5
78808,0.5
5876,0.5
58190,0.5
42350,0.5
40864,0.5
67144,0.5
3855,0.5
88328,0.5
82712,0.5
56895,0.5
8274,0.5
42945,0.5
51179,0.5
64427,0.5
54647,0.5
83351,0.5
72768,0.5
43766,0.5
80073,0.5
1687,0.5
24553,0.5
20331,0.5
22044,0.5
80365,0.5
17441,0.5
59639,0.5
5664,0.5
29034,0.5
63574,0.5
36674,0.5
67006,0.5
2414,0.5
79350,0.5
1189,0.5
38068,0.5
32134,0.5
7077,0.5
54363,0.5
72473,0.5
78265,0.5
85302,0.5
38687,0.5
84614,0.5
76236,0.5
85559,0.5
71798,0.5
23180,0.5
27426,0.5
13608,0.5
75961,0.5
77897,0.5
15229,0.5
27156,0.5
19444,0.5
30949,0.5
17961,0.5
83244,0.5
52503,0.5
9325,0.5
11815,0.5
7942,0.5
49400,0.5
25725,0.5
11981,0.5
54079,0.5
88975,0.5
77822,0.5
27960,0.5
36913,0.5
14704,0.5
43414,0.5
73462,0.5
13735,0.5
16281,0.5
23531,0.5
82200,0.5
89065,0.5
61118,0.5
83051,0.5
17855,0.5
14740,0.5
79646,0.5
39254,0.5
55986,0.5
82657,0.5
5666,0.5
59226,0.5
31290,0.5
20908,0.5
40361,0.5
87857,0.5
40467,0.5
57085,0.5
51188,0.5
18675,0.5
2204,0.5
53976,0.5
74378,0.5
22292,0.5
3119,0.5
71648,0.5
88266,0.5
40624,0.5
16458,0.5
75605,0.5
41510,0.5
81343,0.5
48650,0.5
31985,0.5
5000,0.5
36682,0.5
62828,0.5
79884,0.5
88773,0.5
9266,0.5
52275,0.5
21464,0.5
27679,0.5
48483,0.5
43963,0.5
39827,0.5
17131,0.5
66744,0.5
71879,0.5
48576,0.5
74220,0.5
52712,0.5
57837,0.5
66654,0.5
1475,0.5
72578,0.5
12566,0.5
73198,0.5
77310,0.5
55044,0.5
45495,0.5
8249,0.5
49467,0.5
46695,0.5
85954,0.5
79081,0.5
2832,0.5
87296,0.5
8173,0.5
29753,0.5
24008,0.5
48131,0.5
22408,0.5
47714,0.5
37295,0.5
66625,0.5
39187,0.5
31674,0.5
89963,0.5
30174,0.5
46557,0.5
56776,0.5
64584,0.5
83568,0.5
59006,0.5
62174,0.5
35525,0.5
20376,0.5
26610,0.5
5527,0.5
80143,0.5
8142,0.5
82445,0.5
27533,0.5
22585,0.5
51040,0.5
59712,0.5
76979,0.5
42842,0.5
26667,0.5
57305,0.5
37563,0.5
41761,0.5
21719,0.5
6573,0.5
20111,0.5
59550,0.5
87258,0.5
73124,0.5
20018,0.5
35521,0.5
31042,0.5
13431,0.5
72543,0.5
87799,0.5
50684,0.5
25751,0.5
37778,0.5
50641,0.5
66994,0.5
19505,0.5
52466,0.5
52101,0.5
27084,0.5
69283,0.5
38497,0.5
56626,0.5
57555,0.5
46256,0.5
54434,0.5
32076,0.5
2633,0.5
66116,0.5
13752,0.5
86489,0.5
10442,0.5
63701,0.5
2763,0.5
89754,0.5
61502,0.5
10998,0.5
51023,0.5
7674,0.5
54838,0.5
8852,0.5
39830,0.5
19507,0.5
54020,0.5
18884,0.5
33,0.5
83023,0.5
71912,0.5
88709,0.5
58181,0.5
12638,0.5
28192,0.5
13647,0.5
61266,0.5
83637,0.5
59935,0.5
10324,0.5
9372,0.5
15807,0.5
31660,0.5
69006,0.5
48871,0.5
10999,0.5
86166,0.5
44488,0.5
27972,0.5
23888,0.5
88675,0.5
15883,0.5
82111,0.5
13354,0.5
17304,0.5
41842,0.5
26847,0.5
68269,0.5
13813,0.5
42466,0.5
54923,0.5
30627,0.5
53494,0.5
60758,0.5
10836,0.5
84964,0.5
82066,0.5
40463,0.5
61121,0.5
20748,0.5
18817,0.5
42755,0.5
56263,0.5
6286,0.5
69572,0.5
6,0.5
74345,0.5
55687,0.5
78164,0.5
55198,0.5
55050,0.5
2505,0.5
5631,0.5
88809,0.5
14912,0.5
37639,0.5
22416,0.5
76502,0.5
60669,0.5
87523,0.5
19974,0.5
70996,0.5
874,0.5
74787,0.5
23053,0.5
6730,0.5
88545,0.5
66555,0.5
22449,0.5
79398,0.5
33507,0.5
1466,0.5
50258,0.5
42899,0.5
53863,0.5
47278,0.5
32502,0.5
84030,0.5
81957,0.5
56457,0.5
69171,0.5
42747,0.5
9776,0.5
82833,0.5
82694,0.5
31934,0.5
26743,0.5
51236,0.5
26324,0.5
4949,0.5
41726,0.5
552,0.5
60255,0.5
57215,0.5
53949,0.5
75979,0.5
56573,0.5
16990,0.5
70612,0.5
70352,0.5
79214,0.5
16792,0.5
40068,0.5
45483,0.5
815,0.5
46734,0.5
33053,0.5
73493,0.5
45649,0.5
65226,0.5
5466,0.5
89339,0.5
8353,0.5
22594,0.5
80435,0.5
12254,0.5
4499,0.5
68731,0.5
60044,0.5
32691,0.5
39263,0.5
43690,0.5
54683,0.5
32987,0.5
40485,0.5
6595,0.5
43608,0.5
57716,0.5
33068,0.5
25859,0.5
47290,0.5
65947,0.5
44200,0.5
27755,0.5
12309,0.5
54420,0.5
49545,0.5
5250,0.5
61633,0.5
33005,0.5
40417,0.5
39772,0.5
57315,0.5
13033,0.5
19566,0.5
51083,0.5
50270,0.5
86180,0.5
81140,0.5
34732,0.5
28964,0.5
33414,0.5
140,0.5
85803,0.5
65089,0.5
60734,0.5
77973,0.5
85591,0.5
23071,0.5
42690,0.5
54571,0.5
24558,0.5
37048,0.5
31782,0.5
60031,0.5
18244,0.5
53500,0.5
67373,0.5
63125,0.5
692,0.5
47253,0.5
20665,0.5
72676,0.5
54487,0.5
78019,0.5
9543,0.5
10458,0.5
66668,0.5
29693,0.5
30655,0.5
26426,0.5
75869,0.5
69976,0.5
72951,0.5
15060,0.5
42689,0.5
30090,0.5
9283,0.5
79948,0.5
65122,0.5
89090,0.5
44701,0.5
89310,0.5
82276,0.5
48686,0.5
47665,0.5
7083,0.5
39332,0.5
84559,0.5
10246,0.5
65373,0.5
36917,0.5
54361,0.5
40696,0.5
76660,0.5
77098,0.5
70529,0.5
84627,0.5
87594,0.5
75983,0.5
25673,0.5
5651,0.5
71876,0.5
62138,0.5
31807,0.5
30299,0.5
45299,0.5
53329,0.5
72258,0.5
3121,0.5
71541,0.5
39012,0.5
28929,0.5
48809,0.5
7844,0.5
55601,0.5
9229,0.5
68528,0.5
30047,0.5
41827,0.5
14948,0.5
61673,0.5
18713,0.5
33276,0.5
34939,0.5
89993,0.5
31686,0.5
81220,0.5
64524,0.5
69904,0.5
13003,0.5
19463,0.5
83130,0.5
75715,0.5
88839,0.5
21666,0.5
39751,0.5
68290,0.5
12062,0.5
12910,0.5
84049,0.5
70960,0.5
6824,0.5
24756,0.5
14882,0.5
10900,0.5
18125,0.5
83242,0.5
4222,0.5
4188,0.5
80626,0.5
34748,0.5
80160,0.5
63637,0.5
86067,0.5
82931,0.5
74063,0.5
74820,0.5
36888,0.5
49712,0.5
86089,0.5
87409,0.5
10873,0.5
70666,0.5
55481,0.5
70438,0.5
767,0.5
40566,0.5
56321,0.5
28437,0.5
66569,0.5
54730,0.5
20072,0.5
50107,0.5
29908,0.5
46150,0.5
14248,0.5
73844,0.5
21580,0.5
37976,0.5
36842,0.5
63535,0.5
13283,0.5
35467,0.5
40447,0.5
8926,0.5
56404,0.5
57084,0.5
4803,0.5
10799,0.5
32128,0.5
80467,0.5
61329,0.5
38661,0.5
58582,0.5
14982,0.5
65631,0.5
58901,0.5
31639,0.5
28220,0.5
62883,0.5
51718,0.5
65129,0.5
28999,0.5
51469,0.5
1660,0.5
23032,0.5
54109,0.5
1461,0.5
5776,0.5
20435,0.5
9385,0.5
43689,0.5
73094,0.5
46359,0.5
88341,0.5
85679,0.5
44964,0.5
21118,0.5
38813,0.5
2039,0.5
22748,0.5
25574,0.5
22598,0.5
52382,0.5
65216,0.5
6135,0.5
60338,0.5
30743,0.5
72243,0.5
54591,0.5
20830,0.5
82109,0.5
1783,0.5
59660,0.5
68449,0.5
87030,0.5
20389,0.5
53087,0.5
73366,0.5
20501,0.5
62332,0.5
1817,0.5
2111,0.5
18009,0.5
8090,0.5
26875,0.5
17071,0.5
86574,0.5
70118,0.5
46548,0.5
507,0.5
50124,0.5
80159,0.5
53079,0.5
4522,0.5
69608,0.5
27836,0.5
25509,0.5
80484,0.5
43422,0.5
33901,0.5
79054,0.5
66024,0.5
24306,0.5
74362,0.5
50779,0.5
37996,0.5
10252,0.5
18344,0.5
60019,0.5
55705,0.5
35842,0.5
29263,0.5
82085,0.5
82550,0.5
53797,0.5
77286,0.5
75674,0.5
83467,0.5
19264,0.5
71397,0.5
54283,0.5
28333,0.5
65357,0.5
31387,0.5
89016,0.5
29610,0.5
24896,0.5
49137,0.5
2818,0.5
49019,0.5
76287,0.5
23062,0.5
83716,0.5
64013,0.5
18521,0.5
864,0.5
60960,0.5
21962,0.5
57431,0.5
64956,0.5
75697,0.5
40111,0.5
15336,0.5
27472,0.5
85961,0.5
45372,0.5
81552,0.5
20194,0.5
52269,0.5
21218,0.5
53357,0.5
47258,0.5
20640,0.5
20552,0.5
4625,0.5
70322,0.5
42655,0.5
28218,0.5
29923,0.5
32853,0.5
13884,0.5
67346,0.5
6456,0.5
49625,0.5
26845,0.5
41702,0.5
86981,0.5
68889,0.5
20894,0.5
42407,0.5
43539,0.5
25959,0.5
60368,0.5
4533,0.5
41369,0.5
17643,0.5
68790,0.5
65141,0.5
24208,0.5
2462,0.5
70611,0.5
18142,0.5
15406,0.5
25164,0.5
66722,0.5
64869,0.5
50278,0.5
76892,0.5
56974,0.5
80897,0.5
53067,0.5
70483,0.5
58623,0.5
86908,0.5
42579,0.5
26720,0.5
68970,0.5
69540,0.5
23055,0.5
70450,0.5
82321,0.5
52056,0.5
26082,0.5
12312,0.5
47747,0.5
80261,0.5
10054,0.5
57708,0.5
37343,0.5
47013,0.5
83643,0.5
4197,0.5
26038,0.5
10899,0.5
19948,0.5
15871,0.5
54698,0.5
17585,0.5
16408,0.5
43632,0.5
86304,0.5
51226,0.5
29393,0.5
52908,0.5
25524,0.5
56748,0.5
83880,0.5
5576,0.5
24944,0.5
437,0.5
19379,0.5
62405,0.5
19205,0.5
2586,0.5
43910,0.5
19939,0.5
88107,0.5
67527,0.5
40125,0.5
6229,0.5
11334,0.5
7514,0.5
67110,0.5
80956,0.5
64791,0.5
84423,0.5
77661,0.5
17,0.5
8388,0.5
230,0.5
44497,0.5
87140,0.5
40989,0.5
45269,0.5
47418,0.5
10124,0.5
59139,0.5
62180,0.5
41961,0.5
46880,0.5
12058,0.5
844,0.5
11377,0.5
44885,0.5
83006,0.5
30888,0.5
31462,0.5
72886,0.5
83789,0.5
73956,0.5
10731,0.5
62130,0.5
60362,0.5
39485,0.5
73021,0.5
54041,0.5
391,0.5
25414,0.5
49038,0.5
3203,0.5
9269,0.5
50955,0.5
48291,0.5
66590,0.5
37893,0.5
82361,0.5
52049,0.5
31969,0.5
49863,0.5
50099,0.5
60447,0.5
85181,0.5
88686,0.5
84339,0.5
82240,0.5
56913,0.5
59561,0.5
82267,0.5
33301,0.5
50677,0.5
12641,0.5
63503,0.5
3862,0.5
85661,0.5
17771,0.5
4165,0.5
56948,0.5
73415,0.5
37232,0.5
70486,0.5
86922,0.5
65635,0.5
6829,0.5
80116,0.5
10469,0.5
59091,0.5
32163,0.5
38358,0.5
36483,0.5
88204,0.5
33877,0.5
32722,0.5
79715,0.5
7183,0.5
43449,0.5
81177,0.5
84103,0.5
55202,0.5
73943,0.5
86339,0.5
58109,0.5
60401,0.5
15534,0.5
4478,0.5
35731,0.5
88758,0.5
5054,0.5
66799,0.5
60112,0.5
16192,0.5
69666,0.5
75661,0.5
11364,0.5
65858,0.5
30115,0.5
28907,0.5
44080,0.5
14067,0.5
53543,0.5
80275,0.5
43934,0.5
49978,0.5
3073,0.5
1051,0.5
39904,0.5
67086,0.5
22538,0.5
17550,0.5
81194,0.5
73827,0.5
22284,0.5
32043,0.5
55269,0.5
15984,0.5
48883,0.5
66486,0.5
20147,0.5
71644,0.5
46635,0.5
7453,0.5
40446,0.5
53685,0.5
21601,0.5
45608,0.5
77518,0.5
83515,0.5
41950,0.5
28630,0.5
65104,0.5
48471,0.5
51054,0.5
49162,0.5
43349,0.5
47846,0.5
26994,0.5
72193,0.5
23206,0.5
68376,0.5
50284,0.5
46259,0.5
36511,0.5
78160,0.5
24463,0.5
13846,0.5
56876,0.5
21028,0.5
86433,0.5
71849,0.5
64919,0.5
37838,0.5
24736,0.5
33816,0.5
17328,0.5
16457,0.5
61394,0.5
41617,0.5
14936,0.5
79993,0.5
16954,0.5
89782,0.5
21119,0.5
77452,0.5
68951,0.5
4324,0.5
43621,0.5
49924,0.5
48679,0.5
5874,0.5
23397,0.5
72347,0.5
37198,0.5
78449,0.5
20562,0.5
35323,0.5
33460,0.5
72191,0.5
60858,0.5
38750,0.5
49655,0.5
21632,0.5
74136,0.5
69661,0.5
42254,0.5
44143,0.5
36902,0.5
72172,0.5
80685,0.5
64687,0.5
68763,0.5
20974,0.5
23427,0.5
50507,0.5
83338,0.5
37694,0.5
58404,0.5
6147,0.5
10743,0.5
68508,0.5
24548,0.5
65697,0.5
77182,0.5
29258,0.5
76905,0.5
14868,0.5
74355,0.5
2877,0.5
39633,0.5
12243,0.5
32179,0.5
45973,0.5
81492,0.5
63656,0.5
64849,0.5
83730,0.5
47411,0.5
68339,0.5
76251,0.5
86909,0.5
69602,0.5
49294,0.5
53618,0.5
32349,0.5
28323,0.5
19203,0.5
79687,0.5
80660,0.5
3536,0.5
1061,0.5
75780,0.5
20264,0.5
75783,0.5
43986,0.5
54215,0.5
16021,0.5
24225,0.5
42165,0.5
4412,0.5
69118,0.5
45464,0.5
3979,0.5
73723,0.5
7581,0.5
62877,0.5
12332,0.5
50630,0.5
12176,0.5
77521,0.5
82028,0.5
37370,0.5
2906,0.5
15749,0.5
85569,0.5
12795,0.5
75154,0.5
59101,0.5
8901,0.5
28377,0.5
23851,0.5
75354,0.5
83949,0.5
77615,0.5
22419,0.5
81183,0.5
58061,0.5
69684,0.5
75928,0.5
21685,0.5
42820,0.5
26735,0.5
64960,0.5
23256,0.5
63777,0.5
36263,0.5
26442,0.5
66249,0.5
20537,0.5
32828,0.5
61704,0.5
83890,0.5
40166,0.5
32034,0.5
63362,0.5
33766,0.5
38685,0.5
15704,0.5
29888,0.5
28691,0.5
16940,0.5
70555,0.5
37041,0.5
2395,0.5
44140,0.5
2550,0.5
14512,0.5
22494,0.5
23650,0.5
58424,0.5
17234,0.5
44484,0.5
1594,0.5
45334,0.5
24651,0.5
37495,0.5
33843,0.5
82736,0.5
3600,0.5
5788,0.5
59615,0.5
49558,0.5
83502,0.5
30493,0.5
61520,0.5
49020,0.5
41009,0.5
86349,0.5
34178,0.5
36408,0.5
63247,0.5
82418,0.5
63614,0.5
42286,0.5
86390,0.5
24576,0.5
42851,0.5
77740,0.5
51759,0.5
48960,0.5
80348,0.5
38278,0.5
4943,0.5
81077,0.5
82082,0.5
53632,0.5
6023,0.5
18902,0.5
34623,0.5
22154,0.5
30574,0.5
76171,0.5
70560,0.5
63910,0.5
25797,0.5
31391,0.5
89697,0.5
83281,0.5
86474,0.5
50492,0.5
44150,0.5
86151,0.5
39438,0.5
88745,0.5
48269,0.5
25226,0.5
29791,0.5
66697,0.5
56085,0.5
61051,0.5
69835,0.5
76161,0.5
67332,0.5
31450,0.5
10671,0.5
61183,0.5
68073,0.5
55930,0.5
20969,0.5
80640,0.5
72208,0.5
11519,0.5
39912,0.5
80647,0.5
18660,0.5
83571,0.5
69405,0.5
33822,0.5
49272,0.5
11643,0.5
22069,0.5
68070,0.5
65066,0.5
55523,0.5
54353,0.5
62768,0.5
61761,0.5
40327,0.5
70432,0.5
39634,0.5
28085,0.5
71181,0.5
42605,0.5
8244,0.5
74637,0.5
2845,0.5
81865,0.5
2650,0.5
45889,0.5
35491,0.5
58759,0.5
76246,0.5
37183,0.5
43129,0.5
18556,0.5
28078,0.5
74114,0.5
51496,0.5
80380,0.5
57336,0.5
12455,0.5
29463,0.5
28871,0.5
19509,0.5
71127,0.5
10417,0.5
64590,0.5
75616,0.5
69425,0.5
56155,0.5
75744,0.5
21412,0.5
51154,0.5
83803,0.5
33137,0.5
87138,0.5
5602,0.5
7053,0.5
75711,0.5
64534,0.5
63927,0.5
47288,0.5
69452,0.5
40565,0.5
